rv_city,rv_price
memphis,$3370
albuquerque,$109334
albuquerque,$19608
albuquerque,$180701
albuquerque,$100271
albuquerque,$120733
albuquerque,$153720
albuquerque,$21181
albuquerque,$19608
albuquerque,$130177
albuquerque,$32573
albuquerque,$3000
albuquerque,$75
albuquerque,$19500
albuquerque,$6200
albuquerque,$9500
albuquerque,$25000
albuquerque,$3200
chicago,$140
seattle,$13995
san diego,$19990
san diego,$9000
san diego,$25
san diego,$34990
san diego,$26000
san diego,$95
san diego,$185
san diego,$10
san diego,$250
san diego,$250
san diego,$18500
san diego,$60
san diego,$11950
san diego,$11950
san diego,$11950
san diego,$11950
san diego,$11950
san diego,$11950
san diego,$150
san diego,$40
phoenix,$55900
phoenix,$1
phoenix,$395
phoenix,$395
phoenix,$36123
phoenix,$300
phoenix,$200
phoenix,$8
phoenix,$6500
phoenix,$49
phoenix,$22000
phoenix,$32500
phoenix,$100
phoenix,$69998
phoenix,$68751
phoenix,$42900
phoenix,$220
phoenix,$1
oklahoma city,$1995
oklahoma city,$35000
oklahoma city,$1595
oklahoma city,$36450
oklahoma city,$3000
oklahoma city,$300
oklahoma city,$300
oklahoma city,$165000
oklahoma city,$8
oklahoma city,$4500
oklahoma city,$150
indianapolis,$16999
indianapolis,$150
indianapolis,$3290
indianapolis,$324500
indianapolis,$13995
indianapolis,$11500
indianapolis,$11995
indianapolis,$5695
indianapolis,$1000
indianapolis,$4500
indianapolis,$31500
indianapolis,$15900
indianapolis,$11900
indianapolis,$14800
indianapolis,$299
milwaukee,$19488
milwaukee,$25988
milwaukee,$12495
milwaukee,$21988
milwaukee,$12495
milwaukee,$39988
milwaukee,$19988
milwaukee,$27488
milwaukee,$18588
milwaukee,$39988
milwaukee,$24488
milwaukee,$48988
milwaukee,$40988
milwaukee,$17588
milwaukee,$37988
milwaukee,$20988
milwaukee,$9999
milwaukee,$13588
milwaukee,$21988
milwaukee,$50
"washington, DC",$4195
"washington, DC",$3200
"washington, DC",$4195
"washington, DC",$15000
"washington, DC",$11500
"washington, DC",$120
"washington, DC",$28999
"washington, DC",$22995
"washington, DC",$5500
"washington, DC",$49000
"washington, DC",$22995
"washington, DC",$5500
"washington, DC",$22650
"washington, DC",$14495
"washington, DC",$11899
tucson,$15
tucson,$1
tucson,$2504
tucson,$300
tucson,$250
tucson,$20
tucson,$100
tucson,$30
tucson,$24995
tucson,$2800
tucson,$125
tucson,$26500
tucson,$15995
tucson,$89995
tucson,$84990
tucson,$89995
philadelphia,$46999
philadelphia,$51643
philadelphia,$1
philadelphia,$200
philadelphia,$13896
philadelphia,$1
philadelphia,$1
philadelphia,$1
philadelphia,$8500
philadelphia,$51643
los angeles,$49999
los angeles,$66999
los angeles,$200
los angeles,$1000
los angeles,$800
los angeles,$69
los angeles,$3500
los angeles,$4950
los angeles,$7500
los angeles,$7500
los angeles,$1
los angeles,$1
los angeles,$27000
los angeles,$27000
los angeles,$27000
los angeles,$27000
los angeles,$50
los angeles,$2500
"columbus, OH",$37847
"columbus, OH",$25995
"columbus, OH",$29337
"columbus, OH",$15500
"columbus, OH",$11995
"columbus, OH",$99995
"columbus, OH",$695
"columbus, OH",$350
"columbus, OH",$21316
"columbus, OH",$5995
"columbus, OH",$3995
"columbus, OH",$150
"columbus, OH",$43247
"columbus, OH",$37863
"columbus, OH",$85995
"columbus, OH",$14495
"columbus, OH",$34284
"columbus, OH",$11092
"columbus, OH",$7500
"columbus, OH",$9500
denver,$500
denver,$375000
denver,$75
denver,$45
denver,$6000
denver,$15800
denver,$22000
denver,$14000
denver,$700
denver,$58800
denver,$1
denver,$59995
denver,$39995
denver,$19995
denver,$100
denver,$27995
denver,$9999
denver,$32000
denver,$100
denver,$100
portland,$46999
portland,$26995
portland,$64950
portland,$40950
portland,$24999
portland,$26999
portland,$24899
portland,$18999
portland,$28995
portland,$120
portland,$40
portland,$100
portland,$60
portland,$399
detroit metro,$50
detroit metro,$18996
detroit metro,$25996
detroit metro,$21996
detroit metro,$1600
detroit metro,$43034
charlotte,$80
charlotte,$49
charlotte,$549
charlotte,$80
charlotte,$300
charlotte,$700
charlotte,$80
charlotte,$85
charlotte,$80
charlotte,$449
charlotte,$308
charlotte,$80
charlotte,$210
charlotte,$200
charlotte,$1
charlotte,$27000
charlotte,$600
charlotte,$4121
charlotte,$2900
louisville,$11
louisville,$150
louisville,$59495
louisville,$25900
louisville,$24999
louisville,$57870
louisville,$39900
louisville,$12500
louisville,$12500
louisville,$1
louisville,$750
louisville,$50000
louisville,$50000
louisville,$34995
louisville,$34995
louisville,$4199
louisville,$24000
louisville,$25000
"jacksonville, FL",$54950
"jacksonville, FL",$4899
"jacksonville, FL",$44950
"jacksonville, FL",$62950
"jacksonville, FL",$3799
"jacksonville, FL",$4179
"jacksonville, FL",$1500
"jacksonville, FL",$2995
"jacksonville, FL",$4900
"jacksonville, FL",$4795
"jacksonville, FL",$10500
"jacksonville, FL",$4499
"jacksonville, FL",$5839
"jacksonville, FL",$2949
SF bay area,$9500
SF bay area,$81000
SF bay area,$48999
SF bay area,$48999
SF bay area,$63999
SF bay area,$13999
SF bay area,$64999
SF bay area,$19999
SF bay area,$47999
SF bay area,$66999
SF bay area,$50999
SF bay area,$49999
SF bay area,$19999
SF bay area,$10500
SF bay area,$100
las vegas,$1500
las vegas,$40
las vegas,$225
las vegas,$19899
las vegas,$67000
las vegas,$700
las vegas,$500
albuquerque,$26450
albuquerque,$5
albuquerque,$23500
albuquerque,$275000
albuquerque,$15
albuquerque,$18750
albuquerque,$32650
albuquerque,$400
albuquerque,$30
albuquerque,$79995
albuquerque,$17750
albuquerque,$1500
albuquerque,$25
albuquerque,$64995
albuquerque,$64995
albuquerque,$64995
albuquerque,$34995
albuquerque,$74995
albuquerque,$11995
chicago,$500
chicago,$15
chicago,$6995
chicago,$44500
chicago,$13699
chicago,$13699
chicago,$12999
chicago,$44500
chicago,$4250
chicago,$4250
chicago,$5598
chicago,$40
chicago,$700
chicago,$7755
chicago,$89
chicago,$89
chicago,$20
chicago,$17999
chicago,$14999
chicago,$14999
chicago,$10999
seattle,$15
seattle,$50
seattle,$599
seattle,$24500
seattle,$26400
seattle,$42995
seattle,$29999
seattle,$42995
seattle,$24995
seattle,$19995
seattle,$42900
san diego,$85
san diego,$10
san diego,$29995
san diego,$22995
san diego,$11360
san diego,$11360
san diego,$425
san diego,$29995
san diego,$7995
san diego,$75
phoenix,$100
phoenix,$14400
phoenix,$488
oklahoma city,$120
oklahoma city,$2000
oklahoma city,$3000
oklahoma city,$1
oklahoma city,$6500
oklahoma city,$1395
indianapolis,$800
indianapolis,$6420
indianapolis,$58500
indianapolis,$8500
indianapolis,$6500
indianapolis,$21000
indianapolis,$18500
indianapolis,$29995
indianapolis,$57988
indianapolis,$109
indianapolis,$49988
indianapolis,$54988
indianapolis,$18500
indianapolis,$50
indianapolis,$3500
indianapolis,$2700
indianapolis,$2500
indianapolis,$7950
indianapolis,$11200
indianapolis,$5995
milwaukee,$6000
milwaukee,$25
milwaukee,$120
milwaukee,$70
milwaukee,$4200
milwaukee,$41988
milwaukee,$40
milwaukee,$19988
milwaukee,$19488
milwaukee,$16995
milwaukee,$18588
milwaukee,$15488
milwaukee,$9995
milwaukee,$46988
milwaukee,$42588
milwaukee,$51988
milwaukee,$32988
milwaukee,$5750
"washington, DC",$34995
"washington, DC",$12851
"washington, DC",$13999
"washington, DC",$22950
"washington, DC",$14500
"washington, DC",$14950
"washington, DC",$12558
"washington, DC",$14888
"washington, DC",$16562
"washington, DC",$17900
"washington, DC",$14450
"washington, DC",$28499
"washington, DC",$12500
"washington, DC",$17595
tucson,$250
tucson,$79995
tucson,$1998
tucson,$17900
tucson,$17900
tucson,$50000
tucson,$40900
tucson,$22900
tucson,$22300
tucson,$13995
tucson,$42900
tucson,$77950
tucson,$59910
tucson,$22900
tucson,$100
philadelphia,$40
philadelphia,$9500
philadelphia,$2000
philadelphia,$10500
philadelphia,$21999
philadelphia,$43633
philadelphia,$44007
philadelphia,$28999
los angeles,$15980
los angeles,$84995
los angeles,$89995
los angeles,$79995
los angeles,$89995
los angeles,$59999
los angeles,$15000
los angeles,$40
los angeles,$70
los angeles,$4800
los angeles,$70
los angeles,$21
los angeles,$66000
los angeles,$66000
los angeles,$66000
los angeles,$66000
los angeles,$9000
los angeles,$70
los angeles,$20900
"columbus, OH",$29995
"columbus, OH",$99995
"columbus, OH",$698
"columbus, OH",$50288
"columbus, OH",$21316
"columbus, OH",$14995
"columbus, OH",$7500
"columbus, OH",$37250
"columbus, OH",$14995
"columbus, OH",$30518
"columbus, OH",$64345
"columbus, OH",$10995
"columbus, OH",$28550
"columbus, OH",$44863
"columbus, OH",$11995
"columbus, OH",$879
"columbus, OH",$53652
denver,$100
denver,$45
denver,$1
denver,$75
denver,$38500
denver,$38500
denver,$38500
denver,$38500
denver,$38500
denver,$20998
denver,$20998
denver,$23998
portland,$280
portland,$30
portland,$25
portland,$6900
portland,$1
portland,$895
portland,$200
portland,$35
portland,$45
portland,$169
portland,$79900
portland,$35
portland,$303236
portland,$20
portland,$75
portland,$3800
detroit metro,$49900
detroit metro,$4800
detroit metro,$50
detroit metro,$175
detroit metro,$29500
detroit metro,$70
detroit metro,$16988
detroit metro,$17988
detroit metro,$14000
detroit metro,$14000
detroit metro,$28995
detroit metro,$150
detroit metro,$32995
detroit metro,$160
detroit metro,$140
detroit metro,$100
detroit metro,$180
detroit metro,$134500
detroit metro,$69990
detroit metro,$12995
charlotte,$60000
charlotte,$40
charlotte,$28500
charlotte,$200
charlotte,$22500
charlotte,$70
charlotte,$75
charlotte,$29995
charlotte,$440
charlotte,$35
charlotte,$250
charlotte,$3500
charlotte,$2500
charlotte,$45000
charlotte,$19800
charlotte,$400
charlotte,$400
charlotte,$500
charlotte,$2800
charlotte,$1850
louisville,$8500
louisville,$59900
louisville,$89500
louisville,$45200
louisville,$59000
louisville,$350
louisville,$22500
louisville,$39900
louisville,$36000
louisville,$14875
louisville,$3000
louisville,$200
louisville,$14500
"jacksonville, FL",$4795
"jacksonville, FL",$3995
"jacksonville, FL",$329
"jacksonville, FL",$45
"jacksonville, FL",$5839
"jacksonville, FL",$5839
"jacksonville, FL",$6375
"jacksonville, FL",$3670
"jacksonville, FL",$1196
"jacksonville, FL",$900
SF bay area,$20
SF bay area,$40000
SF bay area,$11000
SF bay area,$3500
SF bay area,$350
SF bay area,$100
SF bay area,$450
SF bay area,$7000
SF bay area,$125
SF bay area,$5000
SF bay area,$10500
SF bay area,$2500
SF bay area,$40
SF bay area,$8900
SF bay area,$8900
SF bay area,$1500
SF bay area,$1500
SF bay area,$1500
SF bay area,$12800
albuquerque,$6659
albuquerque,$30000
albuquerque,$3900
albuquerque,$19999
albuquerque,$59995
albuquerque,$12950
albuquerque,$11995
albuquerque,$19495
albuquerque,$2250
albuquerque,$8295
albuquerque,$8595
albuquerque,$13500
albuquerque,$28395
albuquerque,$150
albuquerque,$84995
albuquerque,$69995
albuquerque,$22995
albuquerque,$25
albuquerque,$3800
albuquerque,$700
chicago,$12699
chicago,$4995
chicago,$12699
chicago,$4995
chicago,$10999
chicago,$13699
chicago,$10999
chicago,$18900
chicago,$18900
chicago,$17999
chicago,$12699
chicago,$13699
chicago,$12699
chicago,$4995
chicago,$2800
chicago,$10
chicago,$43
chicago,$500
chicago,$1649
chicago,$199
chicago,$800
el paso,$49997
san diego,$350
san diego,$8695
san diego,$6699
san diego,$24
san diego,$35
san diego,$1745
san diego,$39995
san diego,$35
san diego,$3500
san diego,$30000
san diego,$39
san diego,$2800
san diego,$2800
san diego,$2800
indianapolis,$21900
indianapolis,$39900
indianapolis,$5000
indianapolis,$15900
indianapolis,$25900
indianapolis,$3600
indianapolis,$59900
indianapolis,$500
indianapolis,$115000
indianapolis,$525
indianapolis,$2420
milwaukee,$25
milwaukee,$3020
milwaukee,$945
milwaukee,$945
milwaukee,$27488
milwaukee,$15588
milwaukee,$19988
milwaukee,$7495
milwaukee,$19588
milwaukee,$18988
milwaukee,$19988
milwaukee,$13588
milwaukee,$8500
milwaukee,$23500
milwaukee,$8200
milwaukee,$350
milwaukee,$20988
"washington, DC",$28496
"washington, DC",$7788
"washington, DC",$19488
"washington, DC",$20850
"washington, DC",$59995
"washington, DC",$27900
"washington, DC",$7999
"washington, DC",$18888
tucson,$110
tucson,$18995
tucson,$21900
tucson,$4500
tucson,$50
tucson,$13995
tucson,$60900
tucson,$61500
tucson,$33900
tucson,$33900
tucson,$100
tucson,$125
tucson,$350
tucson,$250
tucson,$12995
tucson,$69995
tucson,$24999
tucson,$12900
tucson,$60900
tucson,$18995
los angeles,$21900
los angeles,$18500
los angeles,$3500
los angeles,$5800
los angeles,$150
los angeles,$150
los angeles,$15
los angeles,$33500
los angeles,$13000
los angeles,$13000
los angeles,$40
los angeles,$24000
los angeles,$35
"columbus, OH",$37847
"columbus, OH",$79995
"columbus, OH",$88983
"columbus, OH",$33558
"columbus, OH",$16900
"columbus, OH",$89995
"columbus, OH",$13445
"columbus, OH",$35198
"columbus, OH",$14995
"columbus, OH",$95995
"columbus, OH",$71193
"columbus, OH",$19995
denver,$34998
denver,$46998
denver,$36998
denver,$39998
denver,$25998
denver,$42998
denver,$28998
denver,$71998
denver,$32998
denver,$27998
denver,$32898
denver,$51998
denver,$24998
denver,$50
denver,$4968
denver,$21999
denver,$55995
denver,$5500
portland,$85000
portland,$2699
portland,$4799
portland,$2699
portland,$75
portland,$24995
portland,$75
portland,$75
portland,$75
portland,$24500
portland,$5900
portland,$125
portland,$110
portland,$6699
portland,$39900
portland,$100
detroit metro,$69900
detroit metro,$30
detroit metro,$14995
detroit metro,$12995
detroit metro,$17995
detroit metro,$22495
detroit metro,$27995
detroit metro,$12995
detroit metro,$22995
detroit metro,$29995
detroit metro,$99995
detroit metro,$25995
detroit metro,$20995
detroit metro,$1650
detroit metro,$25
charlotte,$1950
charlotte,$4000
charlotte,$4240
charlotte,$75
charlotte,$2712
charlotte,$10500
charlotte,$75
charlotte,$60
charlotte,$60
charlotte,$22900
charlotte,$4500
charlotte,$99200
charlotte,$4599
charlotte,$59995
charlotte,$125
louisville,$29
louisville,$13000
louisville,$180
louisville,$10
louisville,$50
louisville,$12850
louisville,$2995
louisville,$12850
louisville,$7500
louisville,$1945
"jacksonville, FL",$11900
SF bay area,$12500
SF bay area,$10995
SF bay area,$8995
SF bay area,$26900
SF bay area,$11000
SF bay area,$28999
SF bay area,$28999
SF bay area,$28999
SF bay area,$50
SF bay area,$150
SF bay area,$9950
SF bay area,$13000
SF bay area,$140
SF bay area,$170
SF bay area,$170
SF bay area,$95
SF bay area,$80
SF bay area,$11500
albuquerque,$54900
albuquerque,$35900
albuquerque,$22000
albuquerque,$31998
albuquerque,$69998
albuquerque,$125
chicago,$46
chicago,$18500
chicago,$79
chicago,$344
chicago,$1269
chicago,$1
chicago,$1
chicago,$1
chicago,$1
chicago,$1
el paso,$86382
el paso,$25999
el paso,$18999
el paso,$99997
el paso,$86119
el paso,$1500
el paso,$11995
el paso,$9995
el paso,$10995
el paso,$9995
el paso,$27995
el paso,$9995
el paso,$5995
el paso,$37500
el paso,$6995
el paso,$5995
el paso,$13995
san diego,$2800
san diego,$2800
san diego,$35
san diego,$5000
san diego,$5000
san diego,$24990
san diego,$150
san diego,$10
san diego,$25999
san diego,$5468
san diego,$35000
san diego,$6345
san diego,$21900
san diego,$6499
san diego,$28990
san diego,$10
san diego,$25429
san diego,$8695
san diego,$16990
san diego,$57000
indianapolis,$5095
indianapolis,$4140
indianapolis,$4140
indianapolis,$25
indianapolis,$25
indianapolis,$3695
indianapolis,$2890
indianapolis,$4140
indianapolis,$3990
indianapolis,$25
indianapolis,$3800
indianapolis,$45000
indianapolis,$425
indianapolis,$54995
indianapolis,$54995
indianapolis,$8500
indianapolis,$8500
indianapolis,$9950
indianapolis,$3250
indianapolis,$12400
milwaukee,$28988
milwaukee,$22488
milwaukee,$9995
milwaukee,$15488
milwaukee,$13988
milwaukee,$16995
milwaukee,$19488
milwaukee,$54988
milwaukee,$16988
milwaukee,$18488
milwaukee,$37988
milwaukee,$13588
milwaukee,$17588
milwaukee,$19488
milwaukee,$42588
tucson,$21900
tucson,$42900
tucson,$29900
tucson,$850
tucson,$320
tucson,$320
tucson,$320
tucson,$93000
tucson,$160
los angeles,$175
los angeles,$40
los angeles,$9500
los angeles,$175
los angeles,$7999
los angeles,$99
los angeles,$99
los angeles,$33500
los angeles,$350
los angeles,$4500
los angeles,$30900
los angeles,$139
los angeles,$189
los angeles,$10500
los angeles,$2575
los angeles,$14900
los angeles,$5000
los angeles,$185
los angeles,$5
"columbus, OH",$3050
"columbus, OH",$100
"columbus, OH",$85000
"columbus, OH",$5475
"columbus, OH",$100
"columbus, OH",$500
"columbus, OH",$14995
"columbus, OH",$44863
"columbus, OH",$6995
"columbus, OH",$16405
"columbus, OH",$49961
"columbus, OH",$53652
"columbus, OH",$37847
"columbus, OH",$71193
"columbus, OH",$11995
"columbus, OH",$30948
"columbus, OH",$33558
"columbus, OH",$33808
denver,$100
detroit metro,$8495
detroit metro,$6495
detroit metro,$24995
detroit metro,$89995
detroit metro,$2495
detroit metro,$21995
detroit metro,$17995
detroit metro,$9995
detroit metro,$9995
detroit metro,$12995
detroit metro,$24995
detroit metro,$19995
detroit metro,$24995
charlotte,$400
charlotte,$89999
charlotte,$64888
charlotte,$59999
charlotte,$4500
charlotte,$4
charlotte,$28000
charlotte,$695
charlotte,$49999
charlotte,$1
charlotte,$1
louisville,$27500
louisville,$4050
louisville,$3500
louisville,$13995
louisville,$400
louisville,$45200
louisville,$19900
louisville,$59000
louisville,$4845
louisville,$17995
louisville,$9995
louisville,$19995
louisville,$9995
louisville,$8995
louisville,$44997
louisville,$94995
louisville,$22995
louisville,$4950
louisville,$5341
SF bay area,$109900
SF bay area,$89800
SF bay area,$26400
chicago,$1
chicago,$1
chicago,$1
chicago,$1
chicago,$1
chicago,$51643
chicago,$300000
chicago,$5000
chicago,$18000
chicago,$85
chicago,$125
chicago,$24000
chicago,$3900
chicago,$10
chicago,$50
chicago,$15
chicago,$27000
chicago,$10
chicago,$23500
chicago,$1559
el paso,$11995
el paso,$19999
el paso,$7995
el paso,$3450
el paso,$4995
el paso,$9995
el paso,$40
el paso,$5500
el paso,$17995
el paso,$9995
el paso,$9995
el paso,$8595
el paso,$131000
el paso,$131000
el paso,$131000
san diego,$15000
san diego,$39990
san diego,$59900
indianapolis,$5900
indianapolis,$10000
indianapolis,$13850
indianapolis,$9000
indianapolis,$75
indianapolis,$1000
milwaukee,$9995
milwaukee,$20988
milwaukee,$200
milwaukee,$90
milwaukee,$150
milwaukee,$2000
milwaukee,$125
milwaukee,$18000
milwaukee,$29977
milwaukee,$15588
milwaukee,$20588
milwaukee,$46988
milwaukee,$19988
milwaukee,$25988
milwaukee,$42588
milwaukee,$21588
milwaukee,$19995
milwaukee,$39988
tucson,$21900
tucson,$33900
tucson,$1300
tucson,$34995
tucson,$218678
tucson,$39995
tucson,$51499
tucson,$300
tucson,$63900
tucson,$99
tucson,$3000
tucson,$125
tucson,$275
tucson,$275
tucson,$48241
tucson,$56500
tucson,$22900
tucson,$18995
tucson,$38500
los angeles,$185
los angeles,$69999
los angeles,$185
los angeles,$185
los angeles,$19999
los angeles,$66999
los angeles,$19999
los angeles,$23999
los angeles,$23499
los angeles,$23440
los angeles,$25375
"columbus, OH",$28550
"columbus, OH",$33681
"columbus, OH",$82995
"columbus, OH",$29053
"columbus, OH",$48900
"columbus, OH",$64999
"columbus, OH",$11417
detroit metro,$23995
detroit metro,$24995
detroit metro,$2995
detroit metro,$29995
detroit metro,$4495
detroit metro,$15995
detroit metro,$19995
detroit metro,$19995
detroit metro,$21995
detroit metro,$28995
detroit metro,$4995
detroit metro,$16995
detroit metro,$2995
detroit metro,$5995
detroit metro,$20995
detroit metro,$115000
detroit metro,$3495
detroit metro,$3795
charlotte,$32500
charlotte,$27900
charlotte,$7899
charlotte,$5399
charlotte,$13500
charlotte,$7399
charlotte,$50000
charlotte,$2200
charlotte,$50
charlotte,$7000
charlotte,$24995
louisville,$6420
louisville,$14000
louisville,$15000
louisville,$2400
louisville,$8500
louisville,$8500
louisville,$5800
louisville,$6800
louisville,$3900
louisville,$9800
louisville,$26999
louisville,$1995
louisville,$1995
louisville,$46500
louisville,$325
louisville,$59000
louisville,$54995
louisville,$500
louisville,$6000
chicago,$27650
chicago,$1
chicago,$1
chicago,$1
chicago,$1
chicago,$25
chicago,$45
chicago,$475
chicago,$100
chicago,$300
chicago,$25000
chicago,$1850
chicago,$20800
el paso,$131000
el paso,$7995
el paso,$10995
el paso,$8995
el paso,$6995
el paso,$10995
el paso,$300000
el paso,$1000
el paso,$12495
el paso,$12495
el paso,$12495
el paso,$4000
el paso,$10995
el paso,$7995
el paso,$9995
el paso,$9995
"columbus, OH",$64345
"columbus, OH",$106893
"columbus, OH",$11795
"columbus, OH",$60465
"columbus, OH",$12995
"columbus, OH",$16495
"columbus, OH",$28550
"columbus, OH",$15910
"columbus, OH",$24985
"columbus, OH",$150
"columbus, OH",$6995
"columbus, OH",$64345
"columbus, OH",$11995
detroit metro,$29995
detroit metro,$3795
detroit metro,$11995
detroit metro,$19995
detroit metro,$29995
detroit metro,$14995
detroit metro,$12995
detroit metro,$19995
detroit metro,$24995
detroit metro,$16995
detroit metro,$429
detroit metro,$15500
detroit metro,$4500
louisville,$4000
louisville,$62000
louisville,$10000
louisville,$13500
louisville,$22500
louisville,$36500
louisville,$28500
louisville,$3150
el paso,$8495
el paso,$9995
el paso,$1800
el paso,$5495
el paso,$11995
el paso,$5995
el paso,$7995
el paso,$2200
el paso,$17995
el paso,$10995
el paso,$9995
el paso,$6995
el paso,$5995
el paso,$9995
el paso,$17995
el paso,$535
el paso,$500
el paso,$6500
el paso,$19999
el paso,$2701
el paso,$2650
el paso,$4000
el paso,$25999
el paso,$10995
el paso,$10995
el paso,$69999
el paso,$1
el paso,$5000
el paso,$3121
el paso,$2650
el paso,$8500
el paso,$18300
el paso,$126900
el paso,$131000
el paso,$13860
el paso,$8900
el paso,$26899
el paso,$15899
memphis,$2380
memphis,$2380
memphis,$2380
memphis,$2380
memphis,$2380
memphis,$2380
memphis,$2380
memphis,$2380
memphis,$2380
memphis,$2380
memphis,$2380
memphis,$2380
memphis,$2380
memphis,$2380
memphis,$2380
memphis,$3370
memphis,$3370
memphis,$3370
portland,$700
san antonio,$600
houston,$150
"washington, DC",$10454
memphis,$2380
portland,$10500
portland,$600
portland,$7900
portland,$10
portland,$85
portland,$200
san antonio,$89995
san antonio,$750
san antonio,$7995
san antonio,$11988
san antonio,$19995
san antonio,$400
san antonio,$7425
san antonio,$5000
san antonio,$380
san antonio,$380
san antonio,$500
san antonio,$500
san antonio,$5000
san antonio,$1
san antonio,$1
san antonio,$8000
san antonio,$777
san antonio,$9600
san antonio,$7995
houston,$17000
houston,$9500
houston,$1500
houston,$1895
houston,$1895
houston,$2000
houston,$50
houston,$10
houston,$8850
houston,$50
houston,$150
houston,$400
houston,$24300
houston,$1000
houston,$2500
houston,$17800
houston,$1000
houston,$3320
houston,$1825
houston,$16500
houston,$50
"washington, DC",$9500
"washington, DC",$29898
"washington, DC",$8999
"washington, DC",$11500
"washington, DC",$7988
"washington, DC",$5990
"washington, DC",$18988
"washington, DC",$18288
"washington, DC",$10585
"washington, DC",$13495
"washington, DC",$24500
"washington, DC",$8800
"washington, DC",$3000
phoenix,$500
las vegas,$49
oklahoma city,$300
nashville,$8832
dallas,$46995
portland,$80
portland,$220
portland,$350
portland,$50
portland,$40
portland,$49
portland,$1745
portland,$75
portland,$50100
portland,$450
portland,$150
portland,$24950
portland,$1000
portland,$35
portland,$1000
portland,$1000
portland,$4200
portland,$9500
portland,$5399
austin,$12500
"jacksonville, FL",$250
philadelphia,$8499
san antonio,$100
san antonio,$8900
san antonio,$12400
houston,$50
houston,$50
houston,$50
houston,$15000
houston,$1
houston,$9985
houston,$16500
houston,$10000
phoenix,$33900
phoenix,$200
phoenix,$2398
phoenix,$300
phoenix,$99
phoenix,$89998
phoenix,$1
phoenix,$300
phoenix,$15
phoenix,$5
phoenix,$2800
phoenix,$1
phoenix,$55900
phoenix,$1200
phoenix,$139
phoenix,$19998
phoenix,$75
phoenix,$149998
phoenix,$2525
las vegas,$10000
las vegas,$2500
las vegas,$1
las vegas,$15
las vegas,$21999
las vegas,$21995
las vegas,$23995
las vegas,$22995
las vegas,$23995
las vegas,$21995
las vegas,$55995
las vegas,$22000
las vegas,$10200
oklahoma city,$23089
oklahoma city,$27995
oklahoma city,$275
oklahoma city,$8000
oklahoma city,$3000
oklahoma city,$22879
oklahoma city,$27959
oklahoma city,$28981
oklahoma city,$56788
oklahoma city,$26871
oklahoma city,$795
oklahoma city,$27959
oklahoma city,$15500
nashville,$24900
nashville,$40
nashville,$100
nashville,$1
nashville,$150
nashville,$1
nashville,$125
nashville,$6500
nashville,$22000
nashville,$100
nashville,$19999
nashville,$50
nashville,$125
dallas,$20
dallas,$85
dallas,$250
dallas,$45
dallas,$1000000
dallas,$997
dallas,$17500
dallas,$2500
dallas,$1
dallas,$1
dallas,$600
dallas,$24000
dallas,$19995
dallas,$18995
dallas,$46995
dallas,$350
dallas,$350
dallas,$1200
dallas,$1200
portland,$75
portland,$60
portland,$25
portland,$1200
portland,$950
portland,$950
portland,$15
portland,$795
portland,$5800
portland,$200
portland,$5800
portland,$150
portland,$150
portland,$100
portland,$100
austin,$1500
austin,$28995
austin,$35000
austin,$58000
austin,$24500
austin,$21700
austin,$59500
austin,$34000
austin,$6500
austin,$16995
austin,$37550
austin,$1
"jacksonville, FL",$250
"jacksonville, FL",$169
"jacksonville, FL",$24500
"jacksonville, FL",$20000
"jacksonville, FL",$29500
"jacksonville, FL",$40
"jacksonville, FL",$23000
"jacksonville, FL",$18995
"jacksonville, FL",$18995
"jacksonville, FL",$18995
"jacksonville, FL",$69995
"jacksonville, FL",$5900
"jacksonville, FL",$69995
"jacksonville, FL",$18995
"jacksonville, FL",$130
"jacksonville, FL",$330
"jacksonville, FL",$5995
philadelphia,$24500
philadelphia,$44900
philadelphia,$44972
philadelphia,$83900
philadelphia,$28987
philadelphia,$29999
philadelphia,$62999
philadelphia,$54999
philadelphia,$72000
philadelphia,$1
philadelphia,$11999
philadelphia,$53999
philadelphia,$25000
philadelphia,$14999
philadelphia,$250
philadelphia,$2250
philadelphia,$700
philadelphia,$25
philadelphia,$1196
philadelphia,$4195
houston,$4000
houston,$300
houston,$6900
houston,$19000
houston,$23300
houston,$23300
houston,$9500
houston,$8000
houston,$50
houston,$50
houston,$23995
houston,$6800
houston,$150
houston,$16750
el paso,$19980
new york,$160
seattle,$40
louisville,$48000
phoenix,$14995
phoenix,$495
phoenix,$1
phoenix,$40
phoenix,$400
phoenix,$100
phoenix,$75
phoenix,$1
phoenix,$100
phoenix,$1
phoenix,$100
phoenix,$62843
phoenix,$6999
las vegas,$24999
las vegas,$19999
las vegas,$37995
las vegas,$32995
las vegas,$46300
las vegas,$32199
las vegas,$21984
las vegas,$45752
las vegas,$39285
las vegas,$21366
las vegas,$46048
las vegas,$32499
las vegas,$42505
las vegas,$95837
las vegas,$19861
las vegas,$44282
las vegas,$32199
las vegas,$23518
"columbus, OH",$79056
detroit metro,$25
oklahoma city,$6800
oklahoma city,$68500
oklahoma city,$750
oklahoma city,$39900
oklahoma city,$100
oklahoma city,$14000
oklahoma city,$1595
dallas,$3900
dallas,$18000
dallas,$7995
dallas,$18500
dallas,$4100
dallas,$22000
dallas,$9500
dallas,$40
dallas,$40
dallas,$14
dallas,$11999
dallas,$2900
dallas,$50
dallas,$42995
dallas,$28700
dallas,$42995
dallas,$43995
dallas,$100
